id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_numeric,price_30_days,price_category
11508,Amazing Luxurious Apt-Palermo Soho,42762,Candela,Palermo,-34.58184,-58.42415,Entire home/apt,"$3,983.00",2,26,2019-11-28,0.27,1,365,3983.0,119490.0,high
12463,Room in Recoleta - awesome location,48799,Matt,Recoleta,-34.59761,-58.39468,Private room,"$1,593.00",1,20,2017-12-11,0.16,1,365,1593.0,47790.0,low
13095,Standard Room at Palermo Viejo B&B,50994,Ariel,Palermo,-34.59382,-58.42994,Private room,"$2,987.00",1,1,2018-12-18,0.06,7,365,2987.0,89610.0,high
13096,Standard Room in Palermo Viejo B&B,50994,Ariel,Palermo,-34.59398,-58.42853,Private room,"$2,987.00",1,0,,0.0,7,365,2987.0,89610.0,high
13097,Standard Room at Palermo Viejo B&B,50994,Ariel,Palermo,-34.59348,-58.42949,Private room,"$2,987.00",1,66,2019-11-27,1.89,7,365,2987.0,89610.0,high
13099,Lofty room in Palermo Viejo B&B,50994,Ariel,Palermo,-34.59362,-58.42984,Private room,"$3,983.00",1,0,,0.0,7,365,3983.0,119490.0,high
13100,Master Room in Palermo Viejo B&B,50994,Ariel,Palermo,-34.59288,-58.4301,Private room,"$4,647.00",1,1,2017-11-23,0.03,7,365,4647.0,139410.0,high
14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",55825,Manuel,Palermo,-34.58777,-58.41106,Entire home/apt,"$2,522.00",5,90,2020-03-01,0.95,3,363,2522.0,75660.0,medium
14711,SPECTACULAR ANCIENT HOUSE,57770,Cintia,Monserrat,-34.60913,-58.37372,Entire home/apt,"$7,965.00",1,0,,0.0,1,365,7965.0,238950.0,high
15074,ROOM WITH RIVER SIGHT,59338,Monica,Núñez,-34.53724,-58.4658,Private room,"$1,991.00",29,0,,0.0,1,365,1991.0,59730.0,medium
15889,ROOM W /BALCONY-DOWNTOWN ......,62183,Sonia,Balvanera,-34.6029,-58.4114,Private room,"$2,323.00",3,6,2014-06-01,0.06,2,365,2323.0,69690.0,medium
16695,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,Monserrat,-34.61439,-58.37611,Entire home/apt,"$4,315.00",1,46,2019-11-30,0.41,12,364,4315.0,129450.0,high
16696,Duplex Loft en Microcentro Porteño,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,"$3,319.00",1,52,2019-12-06,0.45,12,365,3319.0,99570.0,high
16697,Small Duplex Loft in San Telmo (8),64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,"$2,987.00",1,22,2019-04-16,0.2,12,365,2987.0,89610.0,high
17451,A terrace in Buenos Aires,67732,Karen,Belgrano,-34.55811,-58.46462,Private room,"$2,257.00",2,0,,0.0,1,87,2257.0,67710.0,medium
17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,San Nicolás,-34.60175,-58.3786,Entire home/apt,"$2,987.00",3,7,2018-08-01,0.07,2,365,2987.0,89610.0,high
18007,apartament in San Telmo,69404,Marcelo,Monserrat,-34.6154,-58.3778,Entire home/apt,"$23,233.00",1,0,,0.0,1,365,23233.0,696990.0,high
18061,"Quirky, sunny & spacious - 5 px max",69605,Alejandra,San Telmo,-34.61986,-58.36947,Entire home/apt,"$2,987.00",7,144,2019-01-13,1.18,2,207,2987.0,89610.0,high
19583,"Studio in Recoleta , for two people.",74263,Arturo Raul,Recoleta,-34.59593,-58.39257,Entire home/apt,"$2,257.00",2,200,2020-01-19,1.83,1,365,2257.0,67710.0,medium
20062,PENTHOUSE / best city views !! terrace & pool,75891,Sergio,Palermo,-34.58183,-58.44143,Entire home/apt,"$5,974.00",2,222,2020-03-31,1.83,3,233,5974.0,179220.0,high
20429,Hermoso  y acogedor departamento.,77065,Marcelo,Constitución,-34.62108,-58.38677,Entire home/apt,"$2,323.00",15,0,,0.0,1,89,2323.0,69690.0,medium
21807,Comfortable apartment in San Telmo,83312,Graciela,San Telmo,-34.62225,-58.37239,Entire home/apt,"$3,319.00",6,0,,0.0,2,365,3319.0,99570.0,high
21816,Apartment at Faena Hotel,83130,Marce,Puerto Madero,-34.61407,-58.36187,Entire home/apt,"$11,948.00",5,0,,0.0,2,178,11948.0,358440.0,high
21837,Comfortable studio in Callao Avenue,80208,Olga,Monserrat,-34.60807,-58.37224,Entire home/apt,"$3,983.00",3,0,,0.0,1,365,3983.0,119490.0,high
23798,"CHIC, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",94615,Nicola,Monserrat,-34.61495,-58.37319,Entire home/apt,"$3,186.00",3,48,2020-01-18,0.49,1,65,3186.0,95580.0,high
24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,San Nicolás,-34.60254,-58.37811,Entire home/apt,"$1,991.00",1,344,2020-03-19,3.98,9,312,1991.0,59730.0,medium
24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,Chacarita,-34.58681,-58.44476,Entire home/apt,"$3,916.00",10,32,2018-11-08,0.29,1,89,3916.0,117480.0,high
25876,Stylish & Comfortable Apartment,108864,Luis,San Nicolás,-34.59999,-58.37851,Entire home/apt,"$2,655.00",3,232,2020-03-19,2.01,1,298,2655.0,79650.0,medium
26258,Huge 473sqf Studio @ Palermo University area,111013,Daniel,Balvanera,-34.5991,-58.41053,Entire home/apt,"$2,323.00",7,2,2013-10-23,0.02,2,362,2323.0,69690.0,medium
26757,"Sunny Terrace, Cozy Loft, Sleeps 4 in San Telmo",97165,Angela,San Telmo,-34.62092,-58.36842,Entire home/apt,"$2,987.00",3,82,2020-02-27,0.7,5,170,2987.0,89610.0,high
26839,Studio in retiro neighborhood,114411,Nicole,Retiro,-34.59395,-58.37938,Entire home/apt,"$2,655.00",4,0,,0.0,1,266,2655.0,79650.0,medium
27562,Modern & comfortable apartment at best location,119120,Julieta,Palermo,-34.58095,-58.40461,Entire home/apt,"$3,983.00",4,23,2020-04-16,0.21,3,148,3983.0,119490.0,high
27631,Apartment for rent in Recoleta,119446,Inés,Recoleta,-34.591,-58.39039,Entire home/apt,"$3,253.00",2,97,2020-03-21,0.82,1,365,3253.0,97590.0,high
27991,One bedroom Apt on corner Corrientes and Araoz.,120567,Pablo,Villa Crespo,-34.6003,-58.43739,Entire home/apt,"$3,651.00",10,33,2020-01-10,0.28,2,329,3651.0,109530.0,high
28244,Loft in Palermo Hollywood.Pool 617,119613,Marcos,Palermo,-34.57628,-58.43456,Entire home/apt,"$3,784.00",5,22,2019-08-01,0.29,7,89,3784.0,113520.0,high
29983,Depto de 1 ambiente en Recoleta,129235,Carolina,Recoleta,-34.59925,-58.3908,Entire home/apt,"$5,111.00",2,0,,0.0,1,365,5111.0,153330.0,high
29990,"Funky & Stylish Apartment, Palermo",129245,Savas,Palermo,-34.58521,-58.42739,Entire home/apt,"$3,253.00",3,154,2019-07-26,1.33,1,68,3253.0,97590.0,high
31469,Beautiful Home w/ Garden at Racetrack of Palermo,135120,Flor,Palermo,-34.56887,-58.4332,Entire home/apt,"$2,522.00",10,11,2019-11-09,0.17,4,0,2522.0,75660.0,medium
31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,"$4,978.00",1,28,2020-02-27,0.24,12,362,4978.0,149340.0,high
31920,Beautifull apartment in Belgrano!,137373,Nancy,Belgrano,-34.56483,-58.46014,Entire home/apt,"$3,983.00",30,0,,0.0,1,365,3983.0,119490.0,high
35703,Charming studio in Palermo/Recoleta,150763,Viviana,Recoleta,-34.59103,-58.40781,Entire home/apt,"$2,655.00",4,84,2020-02-29,0.77,1,360,2655.0,79650.0,medium
37347,Palermo/Las Cañitas Apartment ,161327,Mariano,Palermo,-34.57148,-58.43246,Entire home/apt,"$2,655.00",12,36,2020-01-08,0.32,13,360,2655.0,79650.0,medium
41242,WONDERFUL HOUSE,74406,Mathilde,Palermo,-34.58986,-58.42518,Private room,"$6,638.00",1,0,,0.0,4,365,6638.0,199140.0,high
41243,WONDERFUL HOUSE,74406,Mathilde,Palermo,-34.58983,-58.42532,Private room,"$6,638.00",30,0,,0.0,4,365,6638.0,199140.0,high
41608,Palermo Soho Spectacular New Unit,181721,Yamila & Eyenit,Palermo,-34.58576,-58.42803,Entire home/apt,"$4,978.00",2,123,2020-03-18,1.14,2,365,4978.0,149340.0,high
42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,Monserrat,-34.61578,-58.37175,Entire home/apt,"$5,974.00",3,130,2020-03-15,1.24,2,264,5974.0,179220.0,high
45498,"Quite & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,Palermo,-34.58182,-58.44144,Entire home/apt,"$5,310.00",2,115,2020-03-09,0.98,3,270,5310.0,159300.0,high
48089,Recoleta Classic French-Style 2BDR,192475,Chris,Recoleta,-34.58705,-58.38791,Entire home/apt,"$4,647.00",7,101,2020-01-07,0.87,1,365,4647.0,139410.0,high
48527,French style apartment in Recoleta ,221661,Ricardo,Recoleta,-34.58543,-58.39637,Entire home/apt,"$8,497.00",3,1,2014-01-07,0.01,2,365,8497.0,254910.0,high
48535,Elegant apartment in downtown Bs.As,221044,Florencia,Retiro,-34.59456,-58.37503,Entire home/apt,"$3,319.00",90,0,,0.0,1,364,3319.0,99570.0,high
48678,Grate & Luxury apartment Recoleta ,221661,Ricardo,Recoleta,-34.58722,-58.39676,Private room,"$8,497.00",3,1,2010-12-30,0.01,2,365,8497.0,254910.0,high
50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,Recoleta,-34.58978,-58.40011,Entire home/apt,"$2,987.00",5,96,2020-01-08,0.83,6,179,2987.0,89610.0,high
52115,Little & beautifull Recoleta apt.,240731,Cecilia,Recoleta,-34.59544,-58.39319,Entire home/apt,"$3,983.00",5,2,2020-01-19,0.13,2,95,3983.0,119490.0,high
52511,San Telmo Apartment (Buenos Aires),242939,Gri,Monserrat,-34.60886,-58.37349,Entire home/apt,"$4,647.00",4,0,,0.0,1,365,4647.0,139410.0,high
53097,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,"$3,983.00",1,36,2019-10-29,0.31,12,365,3983.0,119490.0,high
53905,Trendy studio in Villa Crespo!,252182,Victoria,Villa Crespo,-34.59814,-58.43858,Entire home/apt,"$1,991.00",3,77,2020-02-13,0.67,1,364,1991.0,59730.0,medium
61282,Loft with Balcony in Belgrano,296398,Alejandro,Núñez,-34.55396,-58.46753,Entire home/apt,"$1,659.00",3,140,2020-03-14,1.23,1,239,1659.0,49770.0,low
61882,Private Room in Buenos Aires City Center,122080,Catherine,San Nicolás,-34.60142,-58.37094,Private room,"$1,792.00",3,9,2015-06-17,0.08,7,328,1792.0,53760.0,medium
65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,Palermo,-34.58092,-58.42515,Entire home/apt,"$7,966.00",2,160,2020-03-20,1.51,30,302,7966.0,238980.0,high
65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,Retiro,-34.59811,-58.37779,Entire home/apt,"$7,302.00",10,5,2018-10-12,0.06,4,364,7302.0,219060.0,high
65519,Great Apartment in Las Cañitas (Palermo) for 5,320183,Hortensia,Palermo,-34.57004,-58.43118,Entire home/apt,"$8,629.00",5,13,2020-02-06,0.17,4,365,8629.0,258870.0,high
66939,"★ Instaworthy Views, 20th Floor ★ Pool+Gym+Sauna",319901,Ralf,Palermo,-34.58246,-58.42442,Entire home/apt,"$5,841.00",2,262,2020-03-08,2.48,30,333,5841.0,175230.0,high
66940,Pool Party studio +  Views over the Pool  ❤,319901,Ralf,Palermo,-34.58251,-58.42322,Entire home/apt,"$3,319.00",2,219,2020-03-01,2.19,30,364,3319.0,99570.0,high
68173,"Best Area in Palermo, Luxury Studio",31299,Simple Vacation Rentals,Palermo,-34.57894,-58.42858,Entire home/apt,"$3,385.00",5,78,2019-10-07,0.7,5,327,3385.0,101550.0,high
68489,Best Block in Palermo Hollywood,31299,Simple Vacation Rentals,Palermo,-34.58045,-58.43208,Entire home/apt,"$4,447.00",3,142,2020-01-03,1.28,5,348,4447.0,133410.0,high
68800,Recoleta great penthouse  w/private terrace &grill,221405,Ximena,Recoleta,-34.59278,-58.3876,Entire home/apt,"$25,224.00",1,76,2020-01-03,0.85,1,270,25224.0,756720.0,high
68868,"Luxury Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,Palermo,-34.5814,-58.4251,Entire home/apt,"$7,966.00",2,245,2020-03-15,2.28,30,332,7966.0,238980.0,high
69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,Recoleta,-34.59429,-58.39778,Entire home/apt,"$2,191.00",1,196,2020-04-04,1.94,2,351,2191.0,65730.0,medium
69086,Little Duplex Loft (1) San Telmo,64880,Elbio Mariano,Monserrat,-34.61495,-58.37517,Entire home/apt,"$2,655.00",1,39,2020-01-19,0.44,12,365,2655.0,79650.0,medium
69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,Palermo,-34.57797,-58.43821,Entire home/apt,"$7,966.00",5,25,2019-11-21,0.23,7,365,7966.0,238980.0,high
70082,High category appartment Belgrano,353823,Maria De Los Angeles,Palermo,-34.56928,-58.44377,Entire home/apt,"$2,987.00",5,38,2019-06-25,0.34,1,208,2987.0,89610.0,high
71801,Studio in Recoleta most secure area,368954,Carlos,Recoleta,-34.59591,-58.39931,Entire home/apt,"$4,647.00",3,92,2020-02-28,0.83,1,364,4647.0,139410.0,high
72204,Beautiful house in Palermo SOHO,373629,Daniel,Palermo,-34.5902,-58.42993,Entire home/apt,"$24,029.00",3,22,2019-12-31,0.41,14,364,24029.0,720870.0,high
73180,Palermo Apt - Las Cañitas area,161327,Mariano,Palermo,-34.57213,-58.43294,Entire home/apt,"$1,991.00",20,25,2019-04-20,0.25,13,185,1991.0,59730.0,medium
74383,Spectacular Penthouse 2BR with River&Sunrise views,319901,Ralf,Palermo,-34.58632,-58.43241,Entire home/apt,"$11,616.00",2,60,2020-03-22,0.57,30,208,11616.0,348480.0,high
75094,Amazing apartment in Recoleta,161327,Mariano,Recoleta,-34.58918,-58.39518,Entire home/apt,"$2,987.00",25,113,2019-11-06,1.01,13,230,2987.0,89610.0,high
75492,Studio Loft in Palermo Soho #1,400828,Jony,Palermo,-34.589,-58.42024,Entire home/apt,"$3,186.00",2,315,2020-03-18,3.11,3,347,3186.0,95580.0,high
75526,GUAPO / Amazing Large Studio* with great views.,319901,Ralf,Palermo,-34.58256,-58.42523,Entire home/apt,"$4,647.00",2,103,2020-03-13,0.96,30,365,4647.0,139410.0,high
76005,"Heart of Recoleta, no better place!",315089,Max,Recoleta,-34.59014,-58.39386,Entire home/apt,"$2,655.00",5,6,2013-08-17,0.06,7,365,2655.0,79650.0,medium
76385,Studio In Downtown Buenos Aires,407702,Ruy,Monserrat,-34.61365,-58.3849,Entire home/apt,"$2,987.00",2,324,2020-01-06,2.92,7,359,2987.0,89610.0,high
77024,RECOLETA Juncal 1360 2C,411077,Luz,Retiro,-34.59258,-58.3866,Entire home/apt,"$1,726.00",30,22,2019-12-19,0.2,8,365,1726.0,51780.0,medium
77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,Palermo,-34.56692,-58.43324,Entire home/apt,"$3,385.00",20,19,2019-11-25,0.19,13,268,3385.0,101550.0,high
77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,Palermo,-34.58107,-58.42602,Entire home/apt,"$2,854.00",7,119,2020-03-22,1.11,1,365,2854.0,85620.0,high
77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",417598,Rd,Recoleta,-34.59002,-58.40479,Entire home/apt,"$4,978.00",2,0,,0.0,1,362,4978.0,149340.0,high
77860,Private room with balcony with view,402373,Daniel,Palermo,-34.57269,-58.43395,Private room,"$3,983.00",2,0,,0.0,1,365,3983.0,119490.0,high
77942,Great room in Alto Palermo area,418692,Juliana,San Cristóbal,-34.62364,-58.39976,Private room,"$3,319.00",1,1,2012-01-31,0.01,1,0,3319.0,99570.0,high
77994,Studio 1A - Corazon de San Telmo,64880,Elbio Mariano,San Telmo,-34.62014,-58.37371,Entire home/apt,"$3,319.00",2,5,2019-08-03,0.05,12,11,3319.0,99570.0,high
78005,"SOFA STUDIO, SAN TELMO, 1B",64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,"$3,319.00",2,15,2019-08-22,0.15,12,365,3319.0,99570.0,high
78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,"$3,983.00",2,42,2019-11-18,0.38,12,365,3983.0,119490.0,high
78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,"$2,655.00",2,24,2019-05-13,0.23,12,285,2655.0,79650.0,medium
78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,Palermo,-34.58288,-58.40535,Entire home/apt,"$2,323.00",3,19,2019-11-19,0.17,7,364,2323.0,69690.0,medium
78351,"Apt in Palermo, Las Cañitas",420786,Carola,Palermo,-34.57521,-58.42883,Entire home/apt,"$2,655.00",5,11,2020-01-19,0.13,4,365,2655.0,79650.0,medium
78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,Palermo,-34.58332,-58.40643,Entire home/apt,"$2,987.00",2,37,2020-03-06,0.34,7,329,2987.0,89610.0,high
78703,Amazing Studio with Terrace & BBQ,422878,Oscar,Recoleta,-34.59446,-58.39588,Entire home/apt,"$3,186.00",1,189,2019-11-25,1.86,2,299,3186.0,95580.0,high
79226,Petite Home,426420,Carolina,Núñez,-34.5522,-58.45802,Entire home/apt,"$2,589.00",6,39,2020-01-14,0.38,1,100,2589.0,77670.0,medium
79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,Almagro,-34.61964,-58.41766,Entire home/apt,"$1,527.00",5,43,2019-12-23,0.39,8,365,1527.0,45810.0,low
79766,Cozy 1Bdr Great Terrace! sun/view!!,422878,Oscar,Recoleta,-34.59118,-58.39664,Entire home/apt,"$4,315.00",1,178,2020-03-08,1.83,2,340,4315.0,129450.0,high
80950,best neighborhood! palermo,438269,Sherine,Palermo,-34.59102,-58.43415,Entire home/apt,"$1,991.00",30,1,2018-09-08,0.05,2,0,1991.0,59730.0,medium
82623,GARDEN STUDIO FLAT w/swimming pool,449610,Antonio,Colegiales,-34.57361,-58.45238,Entire home/apt,"$1,726.00",5,41,2019-09-30,0.76,1,365,1726.0,51780.0,medium
83035,"Central loc. Entire apt, all incl.",426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,"$2,058.00",5,44,2020-02-29,0.4,8,239,2058.0,61740.0,medium
83152,★ Budda Lounge - Dream View Studio ★,319901,Ralf,Palermo,-34.58064,-58.42367,Entire home/apt,"$4,315.00",2,89,2020-01-09,0.82,30,365,4315.0,129450.0,high
83440,GREAT! Apartment Alto Palermo,384997,Santiago,Palermo,-34.59222,-58.41285,Entire home/apt,"$6,638.00",30,5,2020-04-09,0.05,1,365,6638.0,199140.0,high
84033,Great apart with private terrace & chill out area.,458852,Maria,Palermo,-34.586,-58.42534,Entire home/apt,"$3,983.00",2,145,2020-04-15,1.33,2,199,3983.0,119490.0,high
84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,"$1,460.00",5,65,2020-02-06,0.64,8,342,1460.0,43800.0,low
84986,"Gorgeous Palermo, Buenos Aires, flatshare.",454822,D. / Lola,Palermo,-34.57269,-58.41869,Private room,$929.00,7,56,2019-09-30,0.51,2,140,929.0,27870.0,low
85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,"$1,394.00",5,36,2020-01-30,0.34,8,237,1394.0,41820.0,low
87828,"habitación individual, única huésped de la casa.",480785,Isabel,Retiro,-34.59278,-58.38196,Private room,$597.00,3,1,2019-08-02,0.11,2,88,597.0,17910.0,low
89374,☼ Sunny   1 bedroom + balcony with views,319901,Ralf,Recoleta,-34.59307,-58.40337,Entire home/apt,"$4,978.00",3,53,2020-03-27,0.52,30,294,4978.0,149340.0,high
89857,Sunny apartment in Buenos Aires,488300,Mariano,Balvanera,-34.60236,-58.39291,Entire home/apt,"$3,983.00",7,0,,0.0,1,364,3983.0,119490.0,high
91063,"Cosy, central apartment in BsAs",492560,Laurence,Caballito,-34.61842,-58.43194,Entire home/apt,"$3,850.00",3,55,2020-03-20,0.53,1,365,3850.0,115500.0,high
92228,Experiencia Recoleta-Buenos Aires,494027,Mirta Susana,Recoleta,-34.58556,-58.40495,Entire home/apt,"$3,319.00",10,2,2020-03-31,0.55,2,300,3319.0,99570.0,high
92689,Stunning 1BD w/terrace in Palermo,488973,Casilda Maria,Palermo,-34.57682,-58.40062,Entire home/apt,"$5,310.00",2,97,2019-12-22,0.9,2,365,5310.0,159300.0,high
93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,Balvanera,-34.60193,-58.40109,Private room,"$1,062.00",2,10,2019-04-07,0.1,4,365,1062.0,31860.0,low
93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,San Cristóbal,-34.62583,-58.40795,Shared room,"$4,647.00",1,0,,0.0,1,365,4647.0,139410.0,high
96103,ROOM PALERMO best location in BA,510708,Alexia,Palermo,-34.58248,-58.43523,Private room,"$1,460.00",5,61,2020-03-01,0.58,1,0,1460.0,43800.0,low
96257,Lovely apartment in Buenos Aires,320183,Hortensia,Retiro,-34.5981,-58.37775,Entire home/apt,"$4,647.00",15,0,,0.0,4,115,4647.0,139410.0,high
96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,Palermo,-34.58503,-58.41206,Private room,$664.00,6,0,,0.0,1,329,664.0,19920.0,low
96810,Recoleta Luxury: Design and Style!,508291,Michele,Retiro,-34.59323,-58.3867,Entire home/apt,"$4,248.00",4,35,2019-12-28,0.49,1,365,4248.0,127440.0,high
97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,San Nicolás,-34.60517,-58.3884,Entire home/apt,"$2,390.00",28,9,2013-11-25,0.09,2,360,2390.0,71700.0,medium
98934,Monthly Apartment Recoleta,521351,Alfonsina,Recoleta,-34.5899,-58.39027,Entire home/apt,"$4,647.00",1,1,2011-08-09,0.01,1,365,4647.0,139410.0,high
99362,Depto Recoleta 3 dormitorios. Balcon y Wifi,417090,Mateo,Recoleta,-34.59328,-58.39443,Entire home/apt,"$3,983.00",5,16,2020-03-28,0.16,9,360,3983.0,119490.0,high
100080,Great downtown apartment!,526435,Laura,San Nicolás,-34.60319,-58.38805,Entire home/apt,"$1,925.00",3,23,2019-07-30,0.25,2,165,1925.0,57750.0,medium
100930,Great location! 1 block from/Abasto Mall,529562,Nila,Balvanera,-34.60475,-58.4093,Entire home/apt,"$1,991.00",1,2,2011-08-01,0.02,1,365,1991.0,59730.0,medium
104343,Faena Hotel Stunning Views Private Luxury  Suite*,542973,Brigitte,Puerto Madero,-34.6022,-58.35541,Hotel room,"$7,368.00",1,142,2020-03-16,1.39,1,359,7368.0,221040.0,high
106475,Artdecohouse Palermo,547581,Carol,Recoleta,-34.59045,-58.40926,Entire home/apt,"$10,621.00",3,112,2020-01-02,1.07,1,364,10621.0,318630.0,high
107220,Great Private Room!,555337,Anita & Sofía,Almagro,-34.59828,-58.41283,Private room,$929.00,7,5,2014-01-19,0.05,2,365,929.0,27870.0,low
107259,Great place to 12 Tango lovers,555693,Vittoria,Balvanera,-34.60485,-58.39448,Entire home/apt,"$26,486.00",3,26,2019-03-13,0.27,2,365,26486.0,794580.0,high
108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,Palermo,-34.58643,-58.4242,Entire home/apt,"$1,991.00",3,75,2019-12-03,0.91,5,365,1991.0,59730.0,medium
108284,Historico y Luminoso Duplex Centro!,560338,Carlos,San Nicolás,-34.60107,-58.3764,Entire home/apt,"$3,651.00",2,233,2020-03-13,2.27,22,318,3651.0,109530.0,high
111501,Beautiful Apartment Palermo Vip Great location,570921,Emilce,Palermo,-34.57901,-58.41283,Entire home/apt,"$3,186.00",3,120,2020-02-29,1.13,2,365,3186.0,95580.0,high
111934,Bright Studio at Palermo Soho,570921,Emilce,Palermo,-34.58199,-58.42776,Entire home/apt,"$2,257.00",3,102,2020-04-05,0.94,2,363,2257.0,67710.0,medium
117548,"Palermo, Buenos Aires: Complete flat: ""Alma Mia"".",454822,D. / Lola,Palermo,-34.57247,-58.41936,Entire home/apt,"$4,315.00",60,0,,0.0,2,181,4315.0,129450.0,high
118069,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,Palermo,-34.58014,-58.43209,Entire home/apt,"$4,647.00",2,18,2019-12-30,0.18,25,298,4647.0,139410.0,high
118070,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58533,-58.42802,Entire home/apt,"$1,991.00",3,42,2020-04-01,0.4,25,333,1991.0,59730.0,medium
118724,Department to 5 min to city centre,599519,Angel Francisco,Almagro,-34.6,-58.43025,Private room,"$3,186.00",1,0,,0.0,1,365,3186.0,95580.0,high
119036,Amazing duplex in Recoleta,601227,Frederic,Recoleta,-34.59078,-58.39751,Entire home/apt,"$2,655.00",5,1,2019-09-16,0.13,1,364,2655.0,79650.0,medium
119966,Room with library downtown,62183,Sonia,Balvanera,-34.60564,-58.3994,Private room,"$2,323.00",3,0,,0.0,2,365,2323.0,69690.0,medium
120874,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,Recoleta,-34.5911,-58.39978,Entire home/apt,"$6,638.00",2,9,2017-11-10,0.08,25,299,6638.0,199140.0,high
122907,Spotless entire apt. Ideal location,426566,Egle,Almagro,-34.61982,-58.4166,Entire home/apt,"$1,261.00",7,16,2020-03-02,0.15,8,365,1261.0,37830.0,low
125123,Beautiful room in Ap. near palermo,622759,Barbara,Colegiales,-34.57353,-58.45365,Private room,"$1,062.00",3,3,2015-09-01,0.04,2,364,1062.0,31860.0,low
126852,LUXURY  2 Br APT IN PUERTO MADERO B.A.!!!,628818,Sandra,Puerto Madero,-34.61748,-58.36285,Entire home/apt,"$7,966.00",30,0,,0.0,1,0,7966.0,238980.0,high
127822,"Barrancas Home, in Belgrano. Sunny full apartment.",632638,Mima,Belgrano,-34.56286,-58.4543,Entire home/apt,"$33,190.00",2,8,2018-01-13,0.19,4,89,33190.0,995700.0,high
129681,Studio Rojo Design Belgrano - 2 Pax,638545,Luisa,Belgrano,-34.55601,-58.45717,Entire home/apt,"$1,925.00",5,14,2018-08-11,0.17,3,69,1925.0,57750.0,medium
129900,Barrancas Home: Nice room + priv. bath sing/dbl,632638,Mima,Belgrano,-34.56098,-58.45442,Private room,"$1,659.00",2,22,2018-12-07,0.52,4,89,1659.0,49770.0,low
129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,Palermo,-34.58264,-58.42451,Entire home/apt,"$5,310.00",2,111,2020-02-23,1.04,30,323,5310.0,159300.0,high
130248,Small charmy and fully at Palermo,641573,Paula,Palermo,-34.57717,-58.41138,Entire home/apt,"$1,859.00",2,67,2020-01-06,0.77,7,245,1859.0,55770.0,medium
130275,Van Gogh s apart at Palermo,641573,Paula,Palermo,-34.5771,-58.41134,Entire home/apt,"$1,328.00",2,14,2019-06-03,0.17,7,322,1328.0,39840.0,low
130349,"alquilo por noche,o semana",641884,Marcelo,San Nicolás,-34.60462,-58.37764,Private room,"$6,638.00",1,0,,0.0,1,365,6638.0,199140.0,high
