id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_numeric,price_30_days,price_category
14103360,The Best Location in Buenos Aires - Palermo Soho!,20955385,Pato,Palermo,-34.58888,-58.42798,Entire home/apt,"$5,310.00",3,179,2020-04-22,4.08,1,157,5310.0,159300.0,high
14109394,Palermo Studio - BEST LOCATION,51591898,Sil Y Nacho,Palermo,-34.58907,-58.42021,Entire home/apt,"$2,191.00",2,153,2020-02-17,3.36,1,65,2191.0,65730.0,medium
14110460,Secluded and Quiet Tango Garden Hideaway!,19821054,Vicki,Monserrat,-34.61602,-58.38547,Entire home/apt,"$3,186.00",7,1,2018-05-23,0.04,1,349,3186.0,95580.0,high
14119348,Duplex Studio Eco-Design,9144221,Karin,Balvanera,-34.61593,-58.40525,Entire home/apt,"$2,323.00",4,9,2020-03-30,0.24,10,365,2323.0,69690.0,medium
14119697,Edificio Charcas Apart Hotel,85109742,Carlos,Retiro,-34.59542,-58.37736,Entire home/apt,"$3,319.00",1,1,2016-11-17,0.02,2,0,3319.0,99570.0,high
14120540,Monoambiente en Floresta,84673227,Nicolas,Floresta,-34.62598,-58.48937,Entire home/apt,$797.00,2,47,2020-04-06,2.11,1,308,797.0,23910.0,low
14122721,Sunny 1br Apartment in Recoleta,31461940,Mili,Retiro,-34.59567,-58.38602,Entire home/apt,"$3,319.00",1,0,,0.0,1,0,3319.0,99570.0,high
14123860,Palermo Sol Apartment,16000925,Kristoffer,Palermo,-34.59462,-58.41583,Entire home/apt,"$1,991.00",4,4,2019-09-28,0.23,28,299,1991.0,59730.0,medium
14123953,"ideal estudiantes, pleno palermo soho",7786587,Maximiliano,Palermo,-34.591,-58.42495,Entire home/apt,"$7,966.00",6,0,,0.0,99,257,7966.0,238980.0,high
14126967,"Stylish 1 BR Quartier San Telmo (gym, pools & pkg)",69030266,Maria Laura,San Telmo,-34.62456,-58.37689,Entire home/apt,"$3,651.00",5,9,2018-07-23,0.22,1,87,3651.0,109530.0,high
14134413,New Apartment in Parque Centenario,23287194,Federico,Caballito,-34.60798,-58.44103,Entire home/apt,"$1,527.00",20,11,2019-03-04,0.26,2,0,1527.0,45810.0,low
14134658,Hermoso depto amoblado en Recoleta 4 amb,7786587,Maximiliano,Recoleta,-34.59417,-58.40088,Entire home/apt,"$6,638.00",6,0,,0.0,99,88,6638.0,199140.0,high
14136058,depto amoblado excelente ubicacion,7786587,Maximiliano,Villa Crespo,-34.59605,-58.4441,Entire home/apt,"$1,726.00",1,0,,0.0,99,236,1726.0,51780.0,medium
14138215,hermoso depto 1 dormitorio en belgrano,7786587,Maximiliano,Belgrano,-34.55329,-58.44883,Entire home/apt,"$2,124.00",7,2,2018-09-07,0.1,99,236,2124.0,63720.0,medium
14139469,Stylish Duplex Apartment in Palermo Hollywood,8441675,Franco,Palermo,-34.57505,-58.43732,Entire home/apt,"$5,310.00",7,1,2017-11-03,0.03,1,358,5310.0,159300.0,high
14146760,Private Studio 2 blocks from Palermo's Outlet,83828850,Gabriel,Villa Crespo,-34.5971,-58.44048,Entire home/apt,"$1,659.00",28,1,2017-06-09,0.03,1,269,1659.0,49770.0,low
14152657,AMAZING APARTMENT IN BA!,85520282,Maria,Recoleta,-34.59397,-58.41307,Entire home/apt,"$1,527.00",1,9,2018-10-14,0.2,1,362,1527.0,45810.0,low
14159785,"Premium Apartment, Luxury Building, Great Location",85622121,Carlos,Recoleta,-34.59574,-58.41348,Entire home/apt,"$3,983.00",5,24,2020-02-24,0.57,1,81,3983.0,119490.0,high
14161165,Casa con terraza y patio en el barrio de Nuñez.,62700125,Ode,Núñez,-34.55296,-58.46784,Private room,"$1,394.00",2,18,2019-08-01,0.58,1,85,1394.0,41820.0,low
14162068,Studio in Cañitas GREAT LOCATION,85653752,Mariel,Palermo,-34.56505,-58.44173,Entire home/apt,"$1,328.00",3,71,2020-03-18,1.6,1,352,1328.0,39840.0,low
14162928,Apart Palermo Hollywood,85665004,Maria Belen,Colegiales,-34.57916,-58.44131,Entire home/apt,"$1,460.00",2,43,2020-02-20,0.99,2,363,1460.0,43800.0,low
14163267,Dpto En torre de Lujo Quartier! 2 Ambientes 50m2,54648357,Maximiliano,San Telmo,-34.62549,-58.37722,Entire home/apt,"$1,726.00",1,215,2020-02-26,4.78,1,317,1726.0,51780.0,medium
14166901,Beautiful loft in central location,8836376,Andreas,Monserrat,-34.61514,-58.38557,Entire home/apt,"$2,124.00",1,208,2020-03-16,4.72,1,314,2124.0,63720.0,medium
14176053,Luminoso Loft en Abasto,48578804,Virginia & Victor,Almagro,-34.60078,-58.41399,Entire home/apt,"$3,983.00",3,17,2019-04-23,0.39,1,170,3983.0,119490.0,high
14176490,Beautiful apartment in Palermo,73832805,Camila,Palermo,-34.57714,-58.40525,Entire home/apt,"$6,638.00",4,6,2018-07-10,0.14,1,173,6638.0,199140.0,high
14177626,SUITE QUARTIER MADERO 19 FL - PARK - WASHER,8852824,Marcela,San Telmo,-34.61657,-58.3675,Entire home/apt,"$3,319.00",14,15,2020-03-30,0.35,3,90,3319.0,99570.0,high
14182079,Suite with private terrace in Recoleta GREAT VIEW,1256907,Carlos,Recoleta,-34.59324,-58.40224,Private room,"$1,859.00",2,0,,0.0,1,365,1859.0,55770.0,medium
14182889,Cómodo Departamento. Excelente zona de Las Cañitas,38367306,Ana Maria,Palermo,-34.56916,-58.43484,Entire home/apt,"$2,191.00",4,23,2020-02-19,0.53,2,363,2191.0,65730.0,medium
14196950,Great apt in exclusive area Recoleta. Terraza,85752902,Consuelo,Recoleta,-34.58556,-58.40644,Entire home/apt,$863.00,1,0,,0.0,1,0,863.0,25890.0,low
14198890,Departamento en Palermo Queen,86129717,Jose,Villa Crespo,-34.6001,-58.44196,Entire home/apt,"$2,323.00",5,62,2020-02-13,1.42,3,299,2323.0,69690.0,medium
14199279,Luminoso departamento en Palermo Hollywood,234585,Graciela,Palermo,-34.57612,-58.43235,Entire home/apt,"$4,978.00",3,7,2018-11-25,0.17,3,299,4978.0,149340.0,high
14202905,Your flat in Recoleta!!,17155345,Agus,Recoleta,-34.59439,-58.40296,Entire home/apt,"$3,319.00",2,122,2020-02-15,2.76,2,357,3319.0,99570.0,high
14205927,Hospedaje en Microcentro,86212642,Myriam,Monserrat,-34.61193,-58.37166,Private room,"$1,925.00",1,1,2016-09-10,0.02,1,0,1925.0,57750.0,medium
14218940,Nice private room in the heart of the city,78925233,Mariano,San Nicolás,-34.60814,-58.38437,Private room,$730.00,3,23,2020-03-31,0.8,1,0,730.0,21900.0,low
14222230,LUMINOSA y CÁLIDA HABITACIÓN EXCELENTE ZONA,558310,Milena,Chacarita,-34.57973,-58.45408,Private room,$797.00,2,14,2020-03-16,0.48,1,365,797.0,23910.0,low
14222755,"Palermo Hermoso Apto 2 ambientes  ,imperdible",86422186,Adriana,Recoleta,-34.59711,-58.4138,Entire home/apt,"$3,319.00",7,0,,0.0,1,358,3319.0,99570.0,high
14237431,Palermo   3 personas PH luminoso con terraza .,83612545,Laura,Palermo,-34.58295,-58.42826,Entire home/apt,"$5,974.00",3,1,2016-11-07,0.02,1,0,5974.0,179220.0,high
14238172,Bright Private Room. Safe&near Neighborhood. B.A.,74523094,Claudia,Parque Chas,-34.5805,-58.4763,Private room,"$1,128.00",3,13,2019-03-02,0.3,4,62,1128.0,33840.0,low
14238482,BA DOWNTOWN Apartamento,84963885,Hernán Darío,San Nicolás,-34.60422,-58.38442,Entire home/apt,"$2,058.00",2,24,2019-07-14,0.55,1,1,2058.0,61740.0,medium
14238976,Twin Room in Boutique Hotel,9144221,Karin,Balvanera,-34.61558,-58.40508,Private room,"$2,589.00",1,2,2018-08-06,0.07,10,0,2589.0,77670.0,medium
14239473,Nice and Modern Apt in Palermo,10966956,Vero Y Clara,Colegiales,-34.57941,-58.44095,Entire home/apt,"$1,659.00",1,92,2020-03-14,2.07,7,325,1659.0,49770.0,low
14247543,Incredible antique loft w/ private terrace & patio,41834084,Augusto,Palermo,-34.58158,-58.42671,Entire home/apt,"$3,651.00",2,28,2020-02-23,0.65,1,328,3651.0,109530.0,high
14254505,Luminoso Studio en Palermo Hollywood,84445967,Daniela,Palermo,-34.5824,-58.43339,Entire home/apt,"$1,460.00",1,96,2020-03-08,2.13,1,313,1460.0,43800.0,low
14260723,Recoleta Apartment 300 SF summer garden terrace,17530084,Lucy & Andy,Recoleta,-34.58933,-58.39147,Entire home/apt,"$6,306.00",6,21,2018-03-26,0.47,1,364,6306.0,189180.0,high
14261528,"RECOLETA. A estrenar con pileta, parrilla, gym (I)",84477993,Vicky,Recoleta,-34.58902,-58.40345,Entire home/apt,"$1,991.00",1,365,2020-03-16,8.02,3,364,1991.0,59730.0,medium
14264117,Excellent Opportunity! Recoleta Department,81729374,Fer,Retiro,-34.59481,-58.38544,Entire home/apt,$863.00,12,4,2018-10-20,0.1,1,178,863.0,25890.0,low
14265451,"Private, bright and comfortable! Residential area.",86928821,Veronica,Belgrano,-34.56905,-58.45852,Entire home/apt,$531.00,5,29,2019-02-28,0.68,1,0,531.0,15930.0,low
14272266,Colonial guesthouse for Tangolovers,2556830,Pablo,San Telmo,-34.62405,-58.37055,Private room,"$1,792.00",5,25,2019-02-22,0.59,4,365,1792.0,53760.0,medium
14274865,Apartamento 3 huespedes Las Cañitas,2638586,Maria Laura,Palermo,-34.57194,-58.43156,Entire home/apt,"$3,585.00",30,0,,0.0,15,268,3585.0,107550.0,high
14277647,One bed in a 8 beds dorm,5080344,Ba Stop,Monserrat,-34.60906,-58.38401,Hotel room,$797.00,1,48,2019-07-26,1.14,8,346,797.0,23910.0,low
14278076,One bed in  female room (6 beds),5080344,Ba Stop,Monserrat,-34.60977,-58.38421,Hotel room,$929.00,1,7,2018-12-04,0.17,8,346,929.0,27870.0,low
14279115,"Sophisticated private room, heart of Buenos Aires",13603906,Gaspar,Monserrat,-34.61252,-58.38733,Private room,"$2,124.00",4,0,,0.0,1,358,2124.0,63720.0,medium
14279247,Habitación en Recoleta,51672175,Guillermo,Recoleta,-34.58617,-58.40265,Private room,"$1,328.00",3,0,,0.0,5,115,1328.0,39840.0,low
14288381,Su Estar Almagro - Dep. Para Dos,51527368,Maria,Almagro,-34.60596,-58.41452,Entire home/apt,"$1,328.00",30,7,2018-07-20,0.16,1,89,1328.0,39840.0,low
14294720,BA+DOWNTOWN,87285750,Hernan,San Nicolás,-34.60019,-58.37724,Entire home/apt,$730.00,7,0,,0.0,1,0,730.0,21900.0,low
14295308,Monoambiente/ Studio en Barrio Norte,54607230,Facundo,Recoleta,-34.59901,-58.39491,Entire home/apt,"$1,062.00",1,1,2016-11-28,0.02,1,201,1062.0,31860.0,low
14296370,Comfortable departamento Downtown,84479140,Martin,San Nicolás,-34.60077,-58.37409,Entire home/apt,$664.00,15,148,2020-02-28,3.26,1,84,664.0,19920.0,low
14297344,Excellent furnished studio. Lovely location!,23609099,Carla,Palermo,-34.57192,-58.43288,Entire home/apt,$597.00,3,2,2020-01-14,0.39,2,0,597.0,17910.0,low
14297758,Bright Studio in Downtown BA,30559872,FlorenciaManonColella,San Nicolás,-34.59947,-58.37986,Entire home/apt,"$2,390.00",1,3,2018-05-02,0.12,1,363,2390.0,71700.0,medium
14300076,Lovely apartment in refined Belgrano!!!,41621136,Natalia,Belgrano,-34.55917,-58.45064,Private room,"$2,655.00",1,2,2017-05-24,0.04,1,0,2655.0,79650.0,medium
14301538,"Best Location, Large Private Terrace, Unique Place",42219156,Belén,Palermo,-34.5856,-58.43498,Entire home/apt,"$4,315.00",25,5,2020-04-02,0.11,2,0,4315.0,129450.0,high
14312874,Increíble  2 bdr in Las Cañitas. Best location!,87492666,Martin,Palermo,-34.57002,-58.4325,Entire home/apt,"$5,310.00",2,40,2020-01-12,0.89,1,351,5310.0,159300.0,high
14313677,"El mejor Departamento, Corazón de Buenos Aires 2p",87488704,Alejandro,San Nicolás,-34.60409,-58.37938,Entire home/apt,$863.00,1,75,2020-03-13,1.67,3,88,863.0,25890.0,low
14317252,Departamento temporal en Nuñez,87551841,Sebastian,Núñez,-34.54565,-58.46121,Entire home/apt,"$5,642.00",3,7,2020-03-14,0.24,1,329,5642.0,169260.0,high
14321940,Depto con Onda en Recoleta. Habitación con baño.,42388196,Maria,Recoleta,-34.59791,-58.39475,Private room,"$3,319.00",7,3,2017-08-12,0.08,25,364,3319.0,99570.0,high
14322381,Moderno departamento en Buenos Aires,74516798,Andrés,Almagro,-34.60347,-58.41849,Entire home/apt,"$3,651.00",2,25,2020-03-05,0.58,1,333,3651.0,109530.0,high
14327492,MONOAMBIENTE PRINGLES,64913483,Gustavo Daniel,Almagro,-34.60541,-58.42816,Entire home/apt,"$1,527.00",3,3,2019-12-01,0.08,2,71,1527.0,45810.0,low
14328570,AP. DELUXE TORRES DE MONTAÑESES,77357657,Andrea,Núñez,-34.54855,-58.45812,Entire home/apt,"$5,310.00",8,3,2017-05-27,0.08,1,116,5310.0,159300.0,high
14330090,"Recoleta, Juncal y Billinghurst-",58191255,Lubina,Recoleta,-34.58717,-58.40776,Entire home/apt,"$1,394.00",3,22,2020-03-04,0.71,1,1,1394.0,41820.0,low
14332435,Unique House w/ Roof-Top Terrace,25140173,Jimena,Palermo,-34.5922,-58.42117,Entire home/apt,"$3,651.00",5,4,2017-06-27,0.1,1,89,3651.0,109530.0,high
14334520,New Studio Diagonal Sur,86960462,Cecilia Y Claudia,Monserrat,-34.61327,-58.37858,Entire home/apt,"$2,788.00",6,24,2017-12-21,0.56,2,362,2788.0,83640.0,medium
14334965,"Lovely Apartment, perfectly located in Recoleta",87695474,Daniel,Recoleta,-34.59149,-58.39746,Entire home/apt,"$2,655.00",1,70,2019-07-31,1.65,1,346,2655.0,79650.0,medium
14339086,Confrotable private room 10' from the city center,87802354,Maria Celia,San Cristóbal,-34.62629,-58.40038,Private room,$398.00,1,9,2017-08-24,0.21,4,364,398.0,11940.0,low
14341489,"Cozy apartment! Luz, aire&silencio",87829505,Carla,Palermo,-34.5829,-58.41643,Entire home/apt,"$3,651.00",3,18,2019-03-13,0.4,1,89,3651.0,109530.0,high
14342195,Riobamba YSuites Recoleta,57140580,Diego,Recoleta,-34.59793,-58.39537,Entire home/apt,"$4,647.00",60,0,,0.0,4,155,4647.0,139410.0,high
14350417,Cozy loft to LOVE BA. All you need is LOFT :),32907999,Celina,San Telmo,-34.61982,-58.379,Entire home/apt,"$2,854.00",6,9,2017-07-05,0.21,1,156,2854.0,85620.0,high
14352303,Hermoso depto en Villa Urquiza ❤️,84908550,Maru,Villa Urquiza,-34.57922,-58.48494,Entire home/apt,"$4,647.00",7,3,2016-11-21,0.07,1,88,4647.0,139410.0,high
14353407,Beautiful and spacious one bedroom apt. in Palermo,6659220,Eastman747,Palermo,-34.59715,-58.41601,Entire home/apt,"$1,726.00",30,1,2017-10-22,0.03,1,88,1726.0,51780.0,medium
14354825,An aristocratic nest in the nicest area of Palermo,5488681,Martha,Palermo,-34.5785,-58.41496,Entire home/apt,"$6,638.00",4,7,2020-01-13,0.17,3,264,6638.0,199140.0,high
14355387,"Encantador Departamento★Charming Flat,Congreso, BA",86188755,Magdalena,Balvanera,-34.61028,-58.39346,Entire home/apt,"$1,593.00",4,30,2019-12-04,0.86,1,160,1593.0,47790.0,low
14367654,Dpto en Recoleta 2 amb Muy amplio y Super luminoso,44494338,Andrea,Almagro,-34.59772,-58.41499,Entire home/apt,"$3,186.00",3,45,2019-10-14,1.03,1,0,3186.0,95580.0,high
14370934,Amplio Departamento en Recoleta,88174463,Ignacio,Recoleta,-34.59136,-58.39814,Entire home/apt,"$2,655.00",3,11,2018-10-23,0.27,1,364,2655.0,79650.0,medium
14385147,Monoambiente hermoso en Palermo Por día se alquila,88332223,Pato,Palermo,-34.5799,-58.43252,Entire home/apt,"$2,323.00",3,2,2019-11-18,0.3,1,88,2323.0,69690.0,medium
14402395,Bajo el cielo porteño ( La mejor ubicación),21724637,Paula,San Nicolás,-34.60403,-58.37745,Entire home/apt,"$2,589.00",1,210,2020-03-17,4.66,7,363,2589.0,77670.0,medium
14404479,Excellent Location Private Room Belgrano.,79273514,Di,Belgrano,-34.55834,-58.45261,Private room,$332.00,5,6,2018-01-14,0.14,1,0,332.0,9960.0,low
14404868,1 Bedroom modern appartment in River Plate Stadium,27172836,Lily,Belgrano,-34.55185,-58.45359,Entire home/apt,"$2,655.00",2,52,2019-07-09,1.17,1,180,2655.0,79650.0,medium
14405169,Cool high-tech Loft in San Telmo,67481341,Juan Pablo,Monserrat,-34.61416,-58.37212,Entire home/apt,"$1,527.00",6,12,2019-12-02,0.47,1,0,1527.0,45810.0,low
14407114,Hermoso Departamento en San Telmo,39077376,Viva Baires,Monserrat,-34.61512,-58.37608,Entire home/apt,"$2,257.00",3,1,2017-01-03,0.02,13,364,2257.0,67710.0,medium
14423866,Amplia habitación (A). Con aire y luz.,88514762,Carlos,Chacarita,-34.58928,-58.44747,Private room,$730.00,7,11,2019-09-02,0.28,2,122,730.0,21900.0,low
14429663,"Casa Reina,habitacion en Palermo 4",62424978,Flor Y Max,Villa Crespo,-34.59291,-58.43295,Private room,$332.00,1,67,2019-11-08,1.48,11,90,332.0,9960.0,low
14434246,Excelente ubicación en Recoleta,23859892,Aldo Javier,Recoleta,-34.58603,-58.40366,Entire home/apt,"$1,792.00",3,38,2019-07-18,0.85,1,362,1792.0,53760.0,medium
14436159,Disfrute de un lindo espacio en Retiro,47829209,Alquileres,Retiro,-34.59361,-58.38416,Entire home/apt,"$2,522.00",60,1,2017-07-15,0.03,3,89,2522.0,75660.0,medium
14449711,Cálido apartamento en Palermo Soho,4910963,Mariana,Palermo,-34.58892,-58.43748,Entire home/apt,"$1,991.00",7,25,2020-03-22,0.59,2,364,1991.0,59730.0,medium
14449945,"Large, Comfortable Apartment in the Heart of BA!",15762855,Cynthia,Villa Crespo,-34.6032,-58.43842,Entire home/apt,"$3,983.00",7,2,2019-07-21,0.07,1,107,3983.0,119490.0,high
14451014,"Spacious, beautiful 3-BR apt in Belgrano",27041942,Marta,Palermo,-34.56946,-58.44524,Entire home/apt,"$3,319.00",7,4,2017-12-27,0.12,1,177,3319.0,99570.0,high
14463479,Estudio Deco Home,3900562,Agustina,Recoleta,-34.58975,-58.40319,Entire home/apt,"$2,589.00",3,73,2020-03-06,1.63,1,270,2589.0,77670.0,medium
14463491,Bulnes · Palermo APARTMENT - Sunny and perfect location!,2597734,Welcome2BA,Palermo,-34.59259,-58.41514,Entire home/apt,"$2,655.00",5,1,2016-10-31,0.02,58,365,2655.0,79650.0,medium
14463862,DEPARTAMENTO 2 AMBIENTES RECOLETA BUENOS AIRES,89120567,Gabriel,Recoleta,-34.59507,-58.39398,Entire home/apt,"$2,987.00",3,4,2018-11-18,0.11,2,364,2987.0,89610.0,high
14464310,MONOAMBIENTE EN RECOLETA BUENOS AIRES,89120567,Gabriel,Recoleta,-34.59599,-58.39518,Entire home/apt,"$3,319.00",3,4,2017-11-17,0.1,2,364,3319.0,99570.0,high
14464444,Amplio Loft de diseño en Palermo SOHO - 170m2,89124372,Damián,Palermo,-34.59247,-58.42002,Entire home/apt,"$10,953.00",3,25,2020-02-22,1.0,1,356,10953.0,328590.0,high
14467782,Sophisticated Loft With a Deck Patio in the Heart of Palmero Soho,13162230,Diego,Palermo,-34.59003,-58.42982,Entire home/apt,"$7,966.00",4,56,2020-03-16,1.52,1,211,7966.0,238980.0,high
14469687,Palermo Hollywood PH,63479750,Alejandro,Palermo,-34.58218,-58.43329,Entire home/apt,"$7,235.00",1,0,,0.0,1,89,7235.0,217050.0,high
14472729,Departamento luminoso con balcon terraza.,45864228,Juan Pablo,Palermo,-34.59068,-58.41363,Entire home/apt,"$4,315.00",3,0,,0.0,2,358,4315.0,129450.0,high
14487869,Palermo Soho  Dream  View Loft ,319901,Ralf,Palermo,-34.58147,-58.4232,Entire home/apt,"$7,302.00",3,59,2019-12-10,1.34,30,263,7302.0,219060.0,high
14500917,Spacious and silent studio in Palermo,16128446,Christian,Palermo,-34.58394,-58.41364,Entire home/apt,"$1,460.00",7,16,2020-03-02,0.36,9,114,1460.0,43800.0,low
14502050,Departamento en Recoleta / Apt. in Recoleta,89559173,Martín,Recoleta,-34.58921,-58.38847,Entire home/apt,"$18,254.00",1,27,2020-01-09,0.64,1,364,18254.0,547620.0,high
14502499,"¡Monserrat, centro de Buenos Aires... precioso!!!",89216607,José,Monserrat,-34.61503,-58.38544,Entire home/apt,$730.00,30,4,2017-01-10,0.09,1,0,730.0,21900.0,low
14502680,Excelente depto. Inmejorable ubicación. Botánico.,46736822,María Victoria,Palermo,-34.5835,-58.41964,Entire home/apt,"$6,638.00",2,152,2020-03-08,3.45,2,320,6638.0,199140.0,high
14507385,G 4- departamento Baño privado en casa de familia.,18412003,Grace,Chacarita,-34.58096,-58.45421,Private room,"$1,261.00",4,3,2016-12-07,0.07,4,365,1261.0,37830.0,low
14516910,TOP VIEW PUERTO MADERO,15697491,Aylen/Mariano,Puerto Madero,-34.60397,-58.36359,Entire home/apt,"$6,572.00",30,28,2017-11-05,0.65,1,89,6572.0,197160.0,high
14520230,great apartment in Almagro next to Palermo,13671410,Ezequiel,Almagro,-34.6004,-58.42286,Entire home/apt,"$2,124.00",3,35,2020-02-26,0.78,2,96,2124.0,63720.0,medium
14547545,The Best Apart Belgrano brandnew / Self Check-in,59887275,Rene Adrian,Belgrano,-34.56024,-58.4644,Entire home/apt,"$1,859.00",3,18,2018-06-08,0.43,7,364,1859.0,55770.0,medium
14548285,Comoda y luminosa habitacion,30465939,Veronica,Belgrano,-34.56516,-58.46101,Private room,"$1,328.00",5,1,2017-08-31,0.03,1,358,1328.0,39840.0,low
14554514,"Hermosa casa de dos plantas, 200m2, patio,parrilla",55800710,Puerta,San Cristóbal,-34.62213,-58.40105,Entire home/apt,"$7,169.00",30,0,,0.0,1,359,7169.0,215070.0,high
14563636,"Chic Big House in a Trendy Area, Amazing Garden, Outdoor Tub",75891,Sergio,Palermo,-34.58778,-58.42572,Entire home/apt,"$26,486.00",4,28,2020-03-24,0.64,3,237,26486.0,794580.0,high
14566812,Studio in Palermo Hollywood with Gym & Pool,5882751,Federico,Palermo,-34.58115,-58.4419,Entire home/apt,"$2,987.00",3,23,2018-04-12,0.52,2,180,2987.0,89610.0,high
14567784,haremos lo posible para que conozcan este barrio,90237853,Lucia,Liniers,-34.63636,-58.52213,Shared room,$199.00,1,2,2017-09-22,0.06,1,365,199.0,5970.0,low
14572800,"Encantador, tranquilo, y con mucha luz.",17420871,Camilo,Palermo,-34.59401,-58.41543,Entire home/apt,"$2,522.00",14,14,2019-11-01,0.32,2,365,2522.0,75660.0,medium
14573855,Luminoso Studio en Edificio Histórico,6872637,Danny,Recoleta,-34.59874,-58.38958,Entire home/apt,"$2,124.00",2,129,2020-02-24,2.89,8,274,2124.0,63720.0,medium
14574385,Modern and bright apartment in Palermo Queens,15383913,Victoria,Villa Crespo,-34.5975,-58.44096,Entire home/apt,"$2,987.00",30,7,2020-04-01,0.25,1,96,2987.0,89610.0,high
14577500,Cozy room in a early  20th French style appartment,90343197,Violeta,Barracas,-34.62935,-58.37786,Shared room,$996.00,2,1,2016-09-11,0.02,1,89,996.0,29880.0,low
14586265,Sunny Studio in Palermo III,63255906,Ivanna Y Germán,Palermo,-34.59436,-58.42116,Entire home/apt,"$1,991.00",1,40,2019-10-14,0.9,10,351,1991.0,59730.0,medium
14587107,IQ Plaza Recoleta 1,71196014,Pepe Y Carli,Recoleta,-34.59427,-58.38985,Entire home/apt,"$1,460.00",2,65,2020-03-14,1.46,3,89,1460.0,43800.0,low
14589494,Mango,669759,Oasis,Recoleta,-34.59361,-58.39049,Entire home/apt,"$9,957.00",4,0,,0.0,43,346,9957.0,298710.0,high
14601156,1 Excelente ubicación Buenos Aires,90593483,Asdf,San Nicolás,-34.6006,-58.37378,Entire home/apt,"$2,390.00",5,24,2018-03-14,0.55,2,83,2390.0,71700.0,medium
14602529,"Beautiful apart in Belgrano, light,balcony&plants!",10885056,Johanna,Colegiales,-34.57126,-58.44338,Entire home/apt,"$2,257.00",4,23,2020-04-01,0.52,4,365,2257.0,67710.0,medium
14606774,Bright apartment en Recoleta/ Retiro 3 pax,26754288,Gloria,Retiro,-34.5918,-58.3805,Entire home/apt,"$3,651.00",4,154,2020-03-13,3.49,1,327,3651.0,109530.0,high
14611369,Encantador apartamento en Belgrano. Zona Fleni,8770701,Carolina,Belgrano,-34.55548,-58.45296,Entire home/apt,"$1,527.00",30,15,2019-12-26,0.33,1,365,1527.0,45810.0,low
14612256,5⭐Palermo Resort  24hs Security+Pool+Gym+Spa,22654246,Cynthia,Palermo,-34.5821,-58.42402,Entire home/apt,"$10,886.00",7,171,2020-03-14,3.93,5,277,10886.0,326580.0,high
14613911,Habitación Privada en Almagro,90698322,Martin,Almagro,-34.60459,-58.41322,Private room,$266.00,1,23,2019-08-30,0.54,1,179,266.0,7980.0,low
14615284,Cute apartment at steps of Palermo University,2970247,Stella,Recoleta,-34.59651,-58.41416,Entire home/apt,"$1,328.00",7,11,2020-03-09,0.28,1,179,1328.0,39840.0,low
14626053,River view apartment W/ Dance/Yoga studio,1021465,Barbara,Recoleta,-34.58678,-58.39436,Entire home/apt,"$2,257.00",30,0,,0.0,1,358,2257.0,67710.0,medium
14627848,Comfortable room in Palermo Hollywood,90807943,Fernanda,Palermo,-34.57962,-58.42844,Private room,$929.00,1,30,2020-02-29,0.68,2,84,929.0,27870.0,low
14628510,Romantic Studio con Jacuzzi,56978034,Mariana,Palermo,-34.57504,-58.43805,Entire home/apt,"$1,991.00",3,1,2017-12-23,0.04,10,329,1991.0,59730.0,medium
14631333,PALERMO CHARME 170 M2 | BONJOUR BA,82531946,Maria Laura,Recoleta,-34.59051,-58.41056,Entire home/apt,"$4,514.00",90,0,,0.0,12,364,4514.0,135420.0,high
14632614,Big & Cozy apartment with style in city,13395788,Juan Pablo,San Nicolás,-34.60567,-58.38309,Entire home/apt,"$2,987.00",3,15,2017-12-23,0.34,1,364,2987.0,89610.0,high
14647523,Beautiful apartment with own terraces,90945397,Carolina,Belgrano,-34.56303,-58.45179,Entire home/apt,"$2,987.00",3,30,2018-10-17,0.67,2,363,2987.0,89610.0,high
14648909,Luminous 2 bedroom Recoleta with amenities,3334331,Aida,Recoleta,-34.5869,-58.39994,Entire home/apt,"$17,790.00",7,0,,0.0,18,176,17790.0,533700.0,high
14651584,Dome over Corrientes Avenue (Cupula),9096485,Roberto,San Nicolás,-34.60305,-58.3781,Entire home/apt,$730.00,3,106,2020-02-26,2.39,1,150,730.0,21900.0,low
14663427,DOUBLE BED BEDROOM IN THE CENTER OF THE CITY,91095614,Gonzalo,Almagro,-34.6101,-58.42838,Private room,"$1,128.00",5,31,2020-03-26,0.72,1,365,1128.0,33840.0,low
14663923,En-suite apartment in beautiful house,22017481,Marina,Belgrano,-34.5574,-58.45393,Private room,"$1,195.00",1,9,2019-03-27,0.24,4,312,1195.0,35850.0,low
14666571,Beautiful and Huge Loft in Colegiales!,13892680,Javier,Colegiales,-34.57844,-58.44721,Entire home/apt,"$3,651.00",3,24,2020-01-25,0.56,1,83,3651.0,109530.0,high
14672362,Depto amplio con buena ubicación.,79122866,Veronica,Recoleta,-34.59672,-58.39251,Entire home/apt,"$6,638.00",5,0,,0.0,1,358,6638.0,199140.0,high
14680323,Dpto moderno c/ balcón y terraza,38701349,Kelia,Belgrano,-34.56589,-58.44871,Entire home/apt,"$1,128.00",4,26,2018-04-30,0.58,1,0,1128.0,33840.0,low
